-32.72526,0.1482864
-32.59635,0.04551796
-32.35116,0.0211246
-32.01367,0.000533432
-31.61694,-0.0136848
-31.19979,-0.02150904
-30.80305,-0.02439983
-30.46557,-0.02233554
-30.22038,-0.008901411
-30.09147,0.134089
-30.04192,0.1939419
-29.97746,0.04216559
-29.85486,0.01417852
-29.68612,0.00522316
-29.48776,0.001028951
-29.27918,0.000100805
-29.08081,0.002796507
-28.91207,0.0127435
-28.78947,0.04742444
-28.72502,0.0967838
-28.68978,0.1115269
-28.61674,0.03357817
-28.47779,0.02147688
-28.28655,0.02211675
-28.06174,0.0259293
-27.82535,0.03164808
-27.60053,0.04001085
-27.40929,0.05482962
-27.27035,0.0881454
-27.1973,0.1397102
-26.85417,0.0283836
-25.68042,0.03114963
-23.78126,0.04233352
-21.8821,0.0526806
-20.70835,0.05966938
-20.05952,0.06264234
-18.88578,0.06179092
-16.98661,0.06545853
-15.08745,0.07013034
-13.91371,0.07523178
-13.26488,0.07882646
-12.09113,0.08044558
-10.19197,0.08996934
-8.292808,0.09472305
-7.119061,0.08935048
-6.47023,0.09841436
-5.296484,0.1053139
-3.397323,0.1004807
-1.498162,0.0899148
-0.3244155,0.07779458
0.3244155,0.07770755
1.498162,0.08982108
3.397323,0.1003779
5.296484,0.1052181
6.47023,0.09833063
7.119061,0.08924116
8.292808,0.0946397
10.19197,0.08992441
12.09113,0.08042977
13.26488,0.07882091
13.91371,0.07522895
15.08745,0.07013134
16.98661,0.06546143
18.88578,0.06179371
20.05952,0.0626447
20.70835,0.05967166
21.8821,0.05268242
23.78126,0.04233471
25.68042,0.03115039
26.85417,0.02838405
27.1973,0.1397274
27.27035,0.08813115
27.40929,0.05481538
27.60053,0.03999555
27.82535,0.03163377
28.06174,0.02591646
28.28655,0.02210448
28.47779,0.02146574
28.61674,0.03356834
28.68978,0.1115176
28.72502,0.09680031
28.78947,0.04744061
28.91207,0.01275986
29.08081,0.002812697
29.27918,0.000116717
29.48776,0.001044545
29.68612,0.005238404
29.85486,0.01419318
29.97746,0.04217984
30.04192,0.1939544
30.09147,0.1341052
30.22038,-0.008882053
30.46557,-0.02231667
30.80305,-0.02438168
31.19979,-0.02149172
31.61694,-0.01366846
32.01367,0.000548408
32.35116,0.02113746
32.59635,0.04552754
32.72526,0.14829
